,Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,s-gene_location,gene_length,protein_id,protein_length
1121,MT370949,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29717,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21500:25322](+),3822,QJD24689.1,1273
1122,MT370950,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29731,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21515:25337](+),3822,QJD24701.1,1273
1123,MT370951,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21498:25320](+),3822,QJD24713.1,1273
1124,MT370952,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29717,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21500:25322](+),3822,QJD24725.1,1273
1125,MT370953,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29723,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21507:25329](+),3822,QJD24737.1,1273
1126,MT370954,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29716,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21500:25322](+),3822,QJD24749.1,1273
1127,MT370955,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21498:25320](+),3822,QJD24769.1,1273
1128,MT370956,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29712,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21500:25322](+),3822,QJD24773.1,1273
1129,MT370957,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29714,USA: NY,Homo sapiens,oronasopharynx,2020-03-18,[21498:25320](+),3822,QJD24785.1,1273
1130,MT370958,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29723,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21507:25329](+),3822,QJD24797.1,1273
1131,MT370959,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21498:25320](+),3822,QJD24809.1,1273
1132,MT370960,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29714,USA: NY,Homo sapiens,oronasopharynx,2020-03-18,[21498:25320](+),3822,QJD24821.1,1273
1133,MT370961,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29706,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21500:25322](+),3822,QJD24833.1,1273
1134,MT370962,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29719,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21507:25329](+),3822,QJD24845.1,1273
1135,MT370963,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29649,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21433:25255](+),3822,QJD24857.1,1273
1136,MT370964,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21507:25329](+),3822,QJD24869.1,1273
1137,MT370965,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29767,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21550:25372](+),3822,QJD24881.1,1273
1138,MT370966,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29732,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21515:25337](+),3822,QJD24893.1,1273
1139,MT370967,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29714,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21507:25329](+),3822,QJD24905.1,1273
1140,MT370968,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29700,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21498:25320](+),3822,QJD24917.1,1273
1141,MT370969,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29703,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21498:25320](+),3822,QJD24929.1,1273
1142,MT370970,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29716,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21500:25322](+),3822,QJD24941.1,1273
1143,MT370971,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29722,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21507:25329](+),3822,QJD24953.1,1273
1144,MT370972,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29722,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21507:25329](+),3822,QJD24965.1,1273
1145,MT370973,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29701,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21499:25321](+),3822,QJD24977.1,1273
1146,MT370974,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens,oronasopharynx,2020-03-22,[21498:25320](+),3822,QJD24989.1,1273
1147,MT370975,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21507:25329](+),3822,QJD25001.1,1273
1148,MT370976,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21507:25329](+),3822,QJD25013.1,1273
1149,MT370977,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29711,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21498:25320](+),3822,QJD25025.1,1273
1150,MT370978,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29703,USA: NY,Homo sapiens,oronasopharynx,2020-03-22,[21507:25329](+),3822,QJD25037.1,1273
1151,MT370979,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29712,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21500:25322](+),3822,QJD25049.1,1273
1152,MT370980,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21507:25329](+),3822,QJD25061.1,1273
1153,MT370981,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29714,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21498:25320](+),3822,QJD25073.1,1273
1154,MT370982,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29723,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21507:25329](+),3822,QJD25085.1,1273
1155,MT370983,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29696,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21500:25322](+),3822,QJD25097.1,1273
1156,MT370984,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29715,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21498:25320](+),3822,QJD25109.1,1273
1157,MT370985,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29729,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21510:25332](+),3822,QJD25121.1,1273
1158,MT370986,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29713,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21500:25322](+),3822,QJD25133.1,1273
1159,MT370987,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29723,USA: NY,Homo sapiens,oronasopharynx,2020-03-18,[21507:25329](+),3822,QJD25145.1,1273
1160,MT370988,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29723,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21507:25329](+),3822,QJD25157.1,1273
1161,MT370989,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21498:25320](+),3822,QJD25169.1,1273
1162,MT370990,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29693,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21497:25319](+),3822,QJD25181.1,1273
1163,MT370991,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29704,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21498:25320](+),3822,QJD25193.1,1273
1164,MT370992,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29658,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[<21915:25310](+),3395,QJD25214.1,1130
1165,MT370993,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29718,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21502:25324](+),3822,QJD25217.1,1273
1166,MT370994,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21507:25329](+),3822,QJD25229.1,1273
1167,MT370995,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21498:25320](+),3822,QJD25241.1,1273
1168,MT370996,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29768,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21551:25373](+),3822,QJD25253.1,1273
1169,MT370997,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29705,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21498:25320](+),3822,QJD25265.1,1273
1170,MT370998,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21507:25329](+),3822,QJD25277.1,1273
1171,MT370999,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29701,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21499:25321](+),3822,QJD25289.1,1273
1172,MT371000,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21507:25329](+),3822,QJD25301.1,1273
1173,MT371001,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21507:25329](+),3822,QJD25313.1,1273
1174,MT371002,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29710,USA: NY,Homo sapiens,oronasopharynx,2020-03-22,[21498:25320](+),3822,QJD25325.1,1273
1175,MT371003,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29718,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21505:25327](+),3822,QJD25346.1,1273
1176,MT371004,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21498:25320](+),3822,QJD25349.1,1273
1177,MT371005,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21498:25320](+),3822,QJD25361.1,1273
1178,MT371006,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29723,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21507:25329](+),3822,QJD25373.1,1273
1179,MT371007,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29716,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21500:25322](+),3822,QJD25385.1,1273
1180,MT371008,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens,oronasopharynx,2020-03-22,[21507:25329](+),3822,QJD25397.1,1273
1181,MT371009,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21507:25329](+),3822,QJD25409.1,1273
1182,MT371010,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21498:25320](+),3822,QJD25421.1,1273
1183,MT371011,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29635,USA: NY,Homo sapiens,oronasopharynx,2020-03-22,[<21478:25263](+),3785,QJD25442.1,1260
1184,MT371012,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29723,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21507:25329](+),3822,QJD25445.1,1273
1185,MT371013,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21507:25329](+),3822,QJD25457.1,1273
1186,MT371014,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29643,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21449:25271](+),3822,QJD25467.1,1273
1187,MT371015,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29723,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21507:25329](+),3822,QJD25481.1,1273
1188,MT371016,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens,oronasopharynx,2020-03-22,[21507:25329](+),3822,QJD25493.1,1273
1189,MT371017,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29722,USA: NY,Homo sapiens,oronasopharynx,2020-03-22,[21507:25329](+),3822,QJD25505.1,1273
1190,MT371018,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21507:25329](+),3822,QJD25517.1,1273
1191,MT371019,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29720,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21507:25329](+),3822,QJD25529.1,1273
1192,MT371020,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29674,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21478:25300](+),3822,QJD25541.1,1273
1193,MT371021,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21498:25320](+),3822,QJD25553.1,1273
1194,MT371022,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29714,USA: NY,Homo sapiens,oronasopharynx,2020-03-22,[21498:25320](+),3822,QJD25565.1,1273
1195,MT371023,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21507:25329](+),3822,QJD25577.1,1273
1196,MT371024,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29686,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21490:25312](+),3822,QJD25589.1,1273
1197,MT371025,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens,oronasopharynx,2020-03-22,[21498:25320](+),3822,QJD25601.1,1273
1198,MT371026,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29723,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21507:25329](+),3822,QJD25613.1,1273
1199,MT371027,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21507:25329](+),3822,QJD25625.1,1273
1200,MT371028,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21507:25329](+),3822,QJD25637.1,1273
1201,MT371029,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29719,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21507:25329](+),3822,QJD25649.1,1273
1202,MT371030,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29705,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21500:25322](+),3822,QJD25661.1,1273
1203,MT371031,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29696,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21489:25311](+),3822,QJD25672.1,1273
1204,MT371032,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29705,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21498:25320](+),3822,QJD25685.1,1273
1205,MT371033,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29723,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21507:25329](+),3822,QJD25697.1,1273
1206,MT371034,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29732,USA: NY,Homo sapiens,oronasopharynx,2020-03-22,[21515:25337](+),3822,QJD25709.1,1273
1207,MT371035,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens,oronasopharynx,2020-03-21,[21507:25329](+),3822,QJD25721.1,1273
1208,MT371036,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens,oronasopharynx,2020-03-20,[21507:25329](+),3822,QJD25733.1,1273
1209,MT371037,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21498:25320](+),3822,QJD25745.1,1273
1210,MT371038,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29719,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,[21507:25329](+),3822,QJD25757.1,1273
1211,MT371047,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Sri Lanka,Homo sapiens,,2020-03-16,[21562:25384](+),3822,QJD20837.1,1273
1212,MT371048,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Sri Lanka,Homo sapiens,,2020-03-10,[21562:25384](+),3822,QJD20849.1,1273
1213,MT371049,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Sri Lanka,Homo sapiens,,2020-03-19,[21562:25384](+),3822,QJD20861.1,1273
1214,MT371050,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Sri Lanka,Homo sapiens,,2020-03-31,[21562:25384](+),3822,QJD20873.1,1273
1215,MT371568,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29740,Czech Republic,Homo sapiens,oronasopharynx,2020-03-22,[21438:25260](+),3822,QJD23141.1,1273
1216,MT371569,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29798,Czech Republic,Homo sapiens,oronasopharynx,2020-03-19,[21488:25310](+),3822,QJD23153.1,1273
1217,MT371570,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29756,Czech Republic,Homo sapiens,oronasopharynx,2020-03-21,[21454:25276](+),3822,QJD23165.1,1273
1218,MT371571,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29756,Czech Republic,Homo sapiens,oronasopharynx,2020-03-18,[21454:25276](+),3822,QJD23177.1,1273
1219,MT371572,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29756,Czech Republic,Homo sapiens,oronasopharynx,2020-03-19,[21454:25276](+),3822,QJD23189.1,1273
1220,MT371573,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29756,Czech Republic,Homo sapiens,oronasopharynx,2020-03-17,[21454:25276](+),3822,QJD23201.1,1273
1221,MT371574,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29756,Czech Republic,Homo sapiens,oronasopharynx,2020-03-18,[21454:25276](+),3822,QJD23213.1,1273
1222,MT372480,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,Malaysia,Homo sapiens,,2020-03-18,[21527:25349](+),3822,QJD23225.1,1273
1223,MT372481,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,Malaysia,Homo sapiens,,2020-03-20,[21557:25379](+),3822,QJD23237.1,1273
1224,MT372482,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,Malaysia,Homo sapiens,,2020-03-20,[21524:25346](+),3822,QJD23249.1,1273
1225,MT372483,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29481,Malaysia,Homo sapiens,,2020-03-14,[21242:25064](+),3822,QJD23270.1,1273
1226,7BV2_P,2020-04-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,20,,,,,,,,
1227,7BV2_T,2020-04-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,30,,,,,,,,
1228,LC542976,2020-04-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Japan,Homo sapiens,,2020-02,[21562:25384](+),3822,BCD58753.1,1273
1229,LC542809,2020-04-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Japan,Homo sapiens,,2020-03,[21562:25384](+),3822,BCD57643.1,1273
1230,MT114412,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29889,Hong Kong,Homo sapiens,"saliva, oronasopharynx",2020-01-23,[21560:25382](+),3822,QIG55865.1,1273
1231,MT114413,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,Hong Kong,Homo sapiens,,2020-01-24,[21562:25384](+),3822,QIG55875.1,1273
1232,MT114414,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,Hong Kong,Homo sapiens,,2020-01-24,[21562:25384](+),3822,QIG55885.1,1273
1233,MT114415,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,Hong Kong,Homo sapiens,"saliva, oronasopharynx",2020-01-27,[21562:25384](+),3822,QIG55895.1,1273
1234,MT114416,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,Hong Kong,Homo sapiens,"saliva, oronasopharynx",2020-01-27,[21538:25360](+),3822,QIG55905.1,1273
1235,MT114417,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,Hong Kong,Homo sapiens,"saliva, oronasopharynx",2020-01-29,[21562:25384](+),3822,QIG55915.1,1273
1236,MT114418,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,Hong Kong,Homo sapiens,"saliva, oronasopharynx",2020-01-27,[21562:25384](+),3822,QIG55925.1,1273
1237,MT114419,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,Hong Kong,Homo sapiens,"saliva, oronasopharynx",2020-01-29,[21538:25360](+),3822,QIG55935.1,1273
1238,MT230904,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,Hong Kong,Homo sapiens,oronasopharynx,2020-01-22,[21562:25384](+),3822,QJC20993.1,1273
1239,MT358401,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29895,"USA: New Orleans, LA",Homo sapiens,oronasopharynx,2020-04-06,[21554:25376](+),3822,QJC21029.1,1273
1240,MT358402,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29896,"USA: New Orleans, LA",Homo sapiens,oronasopharynx,2020-04-06,[21555:25377](+),3822,QJC21041.1,1273
1241,MT358637,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,India: Rajkot,Homo sapiens,,2020-04-05,[21562:25384](+),3822,QJC19491.1,1273
1242,MT358644,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29842,USA: WA,Homo sapiens,,2020-04-01,[21538:25360](+),3822,QJC19503.1,1273
1243,MT358645,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29831,USA: WA,Homo sapiens,,2020-03-31,[21531:25353](+),3822,QJC19515.1,1273
1244,MT358646,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: WA,Homo sapiens,,2020-03-31,[21560:25382](+),3822,QJC19527.1,1273
1245,MT358647,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA: WA,Homo sapiens,,2020-03-31,[21560:25382](+),3822,QJC19539.1,1273
1246,MT358648,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29831,USA: WA,Homo sapiens,,2020-03-31,[21531:25353](+),3822,QJC19551.1,1273
1247,MT358649,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: WA,Homo sapiens,,2020-03-31,[21561:25383](+),3822,QJC19563.1,1273
1248,MT358650,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,USA: WA,Homo sapiens,,2020-03-31,[21532:25354](+),3822,QJC19575.1,1273
1249,MT358651,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: CT,Homo sapiens,,2020-03-30,[21533:25355](+),3822,QJC19587.1,1273
1250,MT358652,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,USA: ID,Homo sapiens,,2020-03-30,[21531:25353](+),3822,QJC19599.1,1273
1251,MT358653,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,USA: CT,Homo sapiens,,2020-03-31,[21545:25367](+),3822,QJC19611.1,1273
1252,MT358654,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: CT,Homo sapiens,,2020-03-31,[21531:25353](+),3822,QJC19623.1,1273
1253,MT358655,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA: ID,Homo sapiens,,2020-03-30,[21538:25360](+),3822,QJC19635.1,1273
1254,MT358656,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,USA: WA,Homo sapiens,,2020-03-31,[21553:25375](+),3822,QJC19647.1,1273
1255,MT358657,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA: WA,Homo sapiens,,2020-03-31,[21562:25384](+),3822,QJC19659.1,1273
1256,MT358658,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,USA: WA,Homo sapiens,,2020-03-31,[21551:25373](+),3822,QJC19671.1,1273
1257,MT358659,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,USA: WA,Homo sapiens,,2020-03-31,[21540:25362](+),3822,QJC19683.1,1273
1258,MT358660,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,USA: WA,Homo sapiens,,2020-03-31,[21533:25355](+),3822,QJC19695.1,1273
1259,MT358661,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,USA: OR,Homo sapiens,,2020-03-31,[21532:25354](+),3822,QJC19707.1,1273
1260,MT358662,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: WA,Homo sapiens,,2020-03-31,[21552:25374](+),3822,QJC19719.1,1273
1261,MT358663,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,USA: WA,Homo sapiens,,2020-03-31,[21531:25353](+),3822,QJC19731.1,1273
1262,MT358664,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29821,USA: WA,Homo sapiens,,2020-03-31,[21521:25343](+),3822,QJC19743.1,1273
1263,MT358665,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA: WA,Homo sapiens,,2020-03-31,[21532:25354](+),3822,QJC19755.1,1273
